COD_DANE_DEPARTAMENTO,DEPARTAMENTO,COD_SECRETARIA,SECRETARIA,COD_DANE_MUNICIPIO,MUNICIPIO,CODIGO_DANE,NOMBRE_ESTABLECIMIENTO,COD_SECTOR,SECTOR,COD_CARACTER,CARACTER,COD_CALENDARIO,CALENDARIO,DIRECCION,BARRIO_VEREDA,TELEFONO,FAX,EMAIL,RECTOR,WEB,TOTAL_MATRICULA,CANTIDAD_SEDES
27,CHOCÓ,4382,QUIBDÓ,27001,QUIBDÓ,327001800018,COLEGIO HUMANISTA ALEXANDRE PETION,1002,NO_OFICIAL,817,Académico,52,A,IND CRA 6 N°32-02,HUAPANGO,6723764,,direccionacademicahumanista@gmail.com,HIGINIO SERNA HINESTROZA,,163,1
27,CHOCÓ,4382,QUIBDÓ,27001,QUIBDÓ,127001000411,IE ARMANDO LUNA ROA,1001,OFICIAL,817,Académico,52,A,IND TRANSVERSAL  10 # 30-65,JULIO FIGUEROA VILLA- VIEJO HOSPITAL,673763,6711321,iearmandoluna@semquibdo.gov.co  amadeo49357@hotmail.com,DAFNY AMADEO PALACIOS MENA,,1476,3
27,CHOCÓ,4382,QUIBDÓ,27001,QUIBDÓ,227001001684,IE  MIGUEL ANTONIO CAICEDO MENA - OBAPO,1001,OFICIAL,817,Académico,52,A,OBAPO,OBAPO,,,iemiguela@semquibdo.gov.co,NIDIA ASPRILLA MOSQUERA,,1261,3
27,CHOCÓ,4382,QUIBDÓ,27001,QUIBDÓ,327001800034,CENTRO EDUCATIVO CENTER SEED OF LOVE,1002,NO_OFICIAL,817,Académico,52,A,KR 19 24 59 <EOF>,EL JARDÍN,3146433763,,,LOREN YOFAIDY CASTRO MATURANA,,21,1
27,CHOCÓ,4382,QUIBDÓ,27001,QUIBDÓ,127001004107,IE MIA ROGERIO VELASQUEZ MURILLO,1001,OFICIAL,817,Académico,52,A,CL 30 1 10,CRISTO REY,6708458,,iervelasquez@semquibdo.gov.co,OBDULIO MENA PALACIOS,,2488,3
27,CHOCÓ,4382,QUIBDÓ,27001,QUIBDÓ,127001004158,IE ISAAC RODRIGUEZ MARTINEZ,1001,OFICIAL,817,Académico,52,A,IND REPOSO  # 2,,6715540/715525,,eduhalaby@hotmail.com,EDUARDO ENRIQUE HALABY,,1384,4
27,CHOCÓ,4382,QUIBDÓ,27001,QUIBDÓ,127001000853,IE GIMNASIO DE QUIBDO,1001,OFICIAL,817,Académico,52,A,KR 2 25 22,ROMA,6713807,6710933,iegimnasio@semquibdo.gov.co,JAFET BUENAÑOS RENTERIA,,1801,2
27,CHOCÓ,4382,QUIBDÓ,27001,QUIBDÓ,127001018001,IE DIOCESANO PEDRO GRAU Y AROLA,1001,OFICIAL,817,Académico,52,A,IND PARQUE LA GLORIA,LA GLORIA,6718767,6718767,grauyarola@yahoo.es,JOSE ARCELIANO PALACIOS MOSQUERA.,,3339,8
27,CHOCÓ,4382,QUIBDÓ,27001,QUIBDÓ,127001003534,IE JOSE DEL CARMEN CUESTA RENTERIA,1001,OFICIAL,817,Académico,52,A,CL 24 6 24,YESCA GRANDE,6714058,6710791,iejosecuesta@semquibdo.gov.co  franepar@hotmail.com,DALSON MARTIN ABADIA TORRES,,2009,4
27,CHOCÓ,3789,CHOCO,27787,TADÓ,227413000534,CE INDÍGENA DE ALTO CHITRE,1001,OFICIAL,817,Académico,52,A,COMUN TIRAVENADO,,3144764367,,asorewasimat@gmail.com,ALBERTO CEREZO,,361,5
27,CHOCÓ,3789,CHOCO,27787,TADÓ,227745000198,CE UNION CHARCO LARGO,1001,OFICIAL,817,Académico,52,A,CORREG CHARCO LARGO,CHARCO LARGO,6716342 - 3147001182,985214228-,hectoralexander52@hotmail.com,RAMIREZ MANYOMA HECTOR ALEXANDER,,382,4
27,CHOCÓ,3789,CHOCO,27787,TADÓ,227745000082,CE SANTA TERESITA,1001,OFICIAL,817,Académico,52,A,CORREG CA¿AVERAL,SIN INFORMACION,3116422135- 6709823,,jggarcia@sedchoco.gov.co,GUERRERO GARCIA JEFFERSON,,244,6
27,CHOCÓ,3789,CHOCO,27787,TADÓ,227615060750,CE CARACOLI ALTO,1001,OFICIAL,817,Académico,52,A,COQUITOS,SIN INFORMACION,5222468- 3206936342,,walter.emith@sedchoco.gov.co,PALACIOS MENA WATER EMIR,,420,8
27,CHOCÓ,3789,CHOCO,27787,TADÓ,227615000374,IE INDÍGENA DE JAGUAL,1001,OFICIAL,817,Académico,52,A,CORREG JAGUAL,SIN INFORMACION,3206643834,,aquileomecheche@hotmail.com,AQUILEITO MECHECHE BARAGON,,599,4
27,CHOCÓ,3789,CHOCO,27787,TADÓ,227205000156,CE SANTA BARBARA,1001,OFICIAL,817,Académico,52,A,SANTA BARBARA,SIN INFORMACION,5204766- 3122703682,,gfdelgado@sedchoco.gov.co cesbarbara@gmail.com,DELGADO MOSQUERA GILBER FARITH,,202,4
27,CHOCÓ,3789,CHOCO,27787,TADÓ,227077001349,IE INDÍGENA DE BUENA VISTA,1001,OFICIAL,817,Académico,52,A,BAJO BAUDO,SIN INFORMACION,3136660664,,m.c.ismare@gmail.com,METALI CONQUISTA ISMARE,,806,3
27,CHOCÓ,3789,CHOCO,27787,TADÓ,227491000273,CE SAN ONOFRE,1001,OFICIAL,817,Académico,52,A,JUNTAS DEL TAMANA,,522 24 64- 3128589935-3136841538,,juan.rivas@sedchoco.gov.co jufrarito82@gmail.com,RIVAS TORRES JUAN FRANCISCO,,578,17
27,CHOCÓ,3789,CHOCO,27787,TADÓ,227099000494,IE INDÍGENA DE CHANO,1001,OFICIAL,817,Académico,52,A,RIO CUIA,EL CHANO,3116975538,,centroeduchano@gmail.com,MARIO ROJAS ISARAMA,,551,3
27,CHOCÓ,3789,CHOCO,27787,TADÓ,227077000334,CE SIVIRU,1001,OFICIAL,817,Académico,52,A,CORREG SIVIRU,SIN INFORMACION,,,idalides47@hotmail.com,MOSQUERA ASPRILLA IDALIDES,,226,3
27,CHOCÓ,3789,CHOCO,27787,TADÓ,227077001675,CE SAN PEDRO CLAVER,1001,OFICIAL,817,Académico,52,A,CORREG DE GUINEAL,CORREG DE GUINEAL,3206647310,,poknchoandrade1962@gmail.com,ANDRADE GAMBOA NICOLAS ALFONSO,,168,5
27,CHOCÓ,3789,CHOCO,27787,TADÓ,227077000130,CE SAN LORENZO DE ORPUA,1001,OFICIAL,817,Académico,52,A,ORPUA,SIN INFORMACION,3137109373-3122790806,,ceslorenzobbaudo@gmail.com,HERNANDEZ CAICEDO JHON CATALINO,,143,3
27,CHOCÓ,3789,CHOCO,27787,TADÓ,227077000849,CE NUESTRA SEÑORA DEL CARMEN,1001,OFICIAL,817,Académico,52,A,VILLAMARIA,SIN INFORMACION,3127471390-3218322421,,evalencia@sedchoco.gov.co,VALENCIA GONZALES EDIGMO,,196,6
27,CHOCÓ,3789,CHOCO,27787,TADÓ,127077005234,IE INDÍGENA EMBERA DE PIZARRO,1001,OFICIAL,817,Académico,52,A,BAJO BAUDO,CASTILLOS,3127742713,,guacorizojhon@gmail.com,JHON GUACORIZO FORASTERO,,352,5
27,CHOCÓ,3789,CHOCO,27787,TADÓ,227077001357,CE FRANCISCO DE PAULA SANTANDER,1001,OFICIAL,817,Académico,52,A,PILIZA,SIN INFORMACION,5214012- 3218349687,5214013,jaibarguen@sedchoco.gov.co,IBARGUEN MORENO JESUS ALFREDO,,124,4
27,CHOCÓ,3789,CHOCO,27787,TADÓ,227025000514,CE INDÍGENA FLORESMIRO DOGIRAMA,1001,OFICIAL,817,Académico,52,A,CORREG SANTA MARIA DE CONDOTO,,3137306244,,dumazaflaco@gmail.com,CELESTINO DUMAZA FLACO,,583,8
27,CHOCÓ,3789,CHOCO,27787,TADÓ,227413000062,CE INDÍGENA CARECUY,1001,OFICIAL,817,Académico,52,A,COMUN CARECUY,,3128824140-3105118159,,asorewasimat@gmail.com,LUIS ALBERTO ANDRADE,,208,2
27,CHOCÓ,3789,CHOCO,27787,TADÓ,227800000411,CE INDÍGENA CUNA YALA DE ARQUIA,1001,OFICIAL,817,Académico,52,A,RESG DE TANELA,SIN INFORMACION,3123640229-3147411021,,asorewasimat@gmail.com,EDGAR RAMIREZ VILLALAZ,,309,6
27,CHOCÓ,3789,CHOCO,27787,TADÓ,227361002193,CE CACIQUE - NOANAMA,1001,OFICIAL,817,Académico,52,A,NOANAMA - MEDIO SAN JUAN,ESCOLAR,3142143919- 3127876590,,fjzuniga@sedchoco.gov.co,ZUÑIGA VANEGAS FAUSTO JOSE,,286,5
27,CHOCÓ,3789,CHOCO,27787,TADÓ,227077000997,CE INDÍGENA LEOVIGILDO CARPIO TEGAIZA,1001,OFICIAL,817,Académico,52,A,UNION DE PITALITO,,,,m.c.ismare@gmail.com,CARLOS OVIDIO CARPIO,,778,10
27,CHOCÓ,3789,CHOCO,27787,TADÓ,227025000361,CE HERMANO ANSELMO MOLANO,1001,OFICIAL,817,Académico,52,A,ALTO BAUDO,SIN INFORMACION,3137398169,,VICTNY@HOTMAIL.COM,ROBLEDO HINESTROZA GLENIS SAMIRA,,310,8
27,CHOCÓ,3789,CHOCO,27787,TADÓ,227073000194,CE INDÍGENA DE CASCAJERO,1001,OFICIAL,817,Académico,52,A,VDA CASCAJERO,SIN INFORMACION,3185120679 - 3192615053,,orlanbrisa@hotmail.com,ORLANDO QUERAGAMA VITUCAY,,344,7
27,CHOCÓ,3789,CHOCO,27787,TADÓ,227025000689,IE INDÍGENA LA PLAYITA,1001,OFICIAL,817,Académico,52,A,COMUN LA PLAYITA,,3146423792,,KARINAT1304@GMAIL.COM,NIXON LANA CAIZAMO,,498,5
27,CHOCÓ,3789,CHOCO,27787,TADÓ,227025000891,IE INDÍGENA DE PUERTO ALEGRE NAUCA,1001,OFICIAL,817,Académico,52,A,CORREG PUERTO ALEGRE NAUCA,,3104976392,,cepalegreabaudo@gmail.com,BECHECHE MACHUCA CHARLEY,,1004,7
27,CHOCÓ,3789,CHOCO,27787,TADÓ,127099000210,IE CESAR CONTO,1001,OFICIAL,817,Académico,52,A,BELLAVISTA,LA UNION,3122586146,,leonmoflo22@hotmail.es,MOSQUERA FLOREZ ENOEL,,961,7
27,CHOCÓ,3789,CHOCO,27787,TADÓ,227099000681,IE ROBINSON PALACIOS DE NAPIPI,1001,OFICIAL,817,Académico,52,A,NAPIPI,CORREGIMIENTO NAPIPI,3136721443 - 3126819509,5214040,jupaco1971@hotmail.com,PALACIOS COSSIO JUAN ADRIANO,,531,4
27,CHOCÓ,3789,CHOCO,27787,TADÓ,227073000241,IE INDÍGENA LUIS ENRIQUE ARCE DE AGUASAL,1001,OFICIAL,817,Académico,52,A,CORREG AGUASAL,AGUASAL,0985241236- 3187953704,,hermelmurillomurri02@gmail.com,HERMEL MURILLO MURRI,,1097,9
27,CHOCÓ,3789,CHOCO,27787,TADÓ,227450000013,IE INDÍGENA GENARO OPUA QUIRO,1001,OFICIAL,817,Académico,52,A,COMUN INDIG UNION WOUNAAN,SIN INFORMACION,5214127 - 311320916,5214128,maye8764@hotmail.com,LUCY MARIELA PALACIOS SERNA,,591,3
27,CHOCÓ,3789,CHOCO,27787,TADÓ,227205000199,CE JOSE EULISES MOSQUERA PEREA,1001,OFICIAL,817,Académico,52,A,CORREG SANTA ANA,SIN INFORMACION,3137507775-3217493437,,mdoralina@sedchoco.gov.co santaana2013@hotmail.es,AGUILAR ANDRADE MARIA DORALINA,,195,6
27,CHOCÓ,3789,CHOCO,27787,TADÓ,227075000060,IE INMACULADO CORAZON DE MARIA,1001,OFICIAL,817,Académico,52,A,CUPICA,SIN INFORMACION,3127744334,,carlos50murillo@hotmail.com,MURILLO MORENO CARLOS AMADEO,,320,1
27,CHOCÓ,3789,CHOCO,27787,TADÓ,227075000302,CE INDÍGENA MARIA AUXILIADORA DEL BRAZO,1001,OFICIAL,817,Académico,52,A,COMUNIDAD EL BRAZO,SIN INFORMACION,3113197194,,rumaldo.tapi35@gmail.com,RUMALDO TAPI MACHUCA,,348,7
27,CHOCÓ,3789,CHOCO,27787,TADÓ,127073000041,IE NUESTRA SEÑORA DE LA CANDELARIA,1001,OFICIAL,817,Académico,52,A,SIN INFORMACION,ESCOLAR,3146207465-3104051837,,peborja@sedchoco.gov.co peborja71@hotmail.com iescandelariabagado@gmail.com,GRACIA BORJA PABLO EMILIO,,431,1
27,CHOCÓ,3789,CHOCO,27787,TADÓ,227615000668,CE PUEBLO NUEVO,1001,OFICIAL,817,Académico,52,A,CORREG LA GRANDE,SIN INFORMACION,3103868552,,melkin.romana@sedchoco.gov.co melkinro@gmail.com,ROMAÑA CUESTA MELKIN,,435,12
27,CHOCÓ,3789,CHOCO,27787,TADÓ,227615002083,IE INDÍGENA UNION CHOGORODO,1001,OFICIAL,817,Académico,52,A,VDA CHOGORODO,SIN INFORMACION,3137073266,,ieuchogorodo@gmail.com,VICTOR SARCO PIPICAY,,350,2
27,CHOCÓ,3789,CHOCO,27787,TADÓ,327245000030,IE CORAZON DE MARIA,1001,OFICIAL,817,Académico,52,A,BARRIO VILLA MERCEDES,VILLA MERCEDES,6790255_3217593962,6790255,mdbecerrap@hotmail.com,BECERRA PALOMEQUE MELVIN DOMINGO,WWW.IECM.EDU.CO,626,5
27,CHOCÓ,3789,CHOCO,27787,TADÓ,227006000112,IE SAGRADO CORAZON JESUS,1001,OFICIAL,817,Académico,52,A,CAPURGANA,,3117948399,,macomar14@hotmail.com,COPETE MARMOLEJO MANUEL ARNULFO,,695,3
27,CHOCÓ,3789,CHOCO,27787,TADÓ,227073002012,IE INDÍGENA DE PESCADITO,1001,OFICIAL,817,Académico,52,A,VDA PESCADITO,SIN INFORMACION,3185120679,,institucionpescadito@gmail.com,LORENZO CAMPO BANIAMA,,571,6
27,CHOCÓ,3789,CHOCO,27787,TADÓ,227025000069,CE BELLAVISTA BERREBERRE,1001,OFICIAL,817,Académico,52,A,BELLAVISTA BERREBERE,SIN INFORMACION,3145446072 - 3136399563,,jlmm111969@gmail.com,MOSQUERA MARTINEZ JOSE LIBARDO,,89,3
27,CHOCÓ,3789,CHOCO,27787,TADÓ,227006000449,CE SAN FRANCISCO,1001,OFICIAL,817,Académico,52,A,SAN FRANCISCO,CORREG SAN FRANCISCO,3128735391 320 7268272,,mpperez@sedchoco.gov.co deimar67@hotmail.com,PRESTAN PEREZ MARCIAL,,310,4
27,CHOCÓ,3789,CHOCO,27787,TADÓ,227615000714,CE CUCHILLO BLANCO,1001,OFICIAL,817,Académico,52,A,VDA CUCHILLO BLANCO,MANGLAR,3207268231,,elmeque2009@hotmail.com,QUEJADA MENA ELMER,,411,9
27,CHOCÓ,3789,CHOCO,27787,TADÓ,227001001196,CE SAN JOSE DE BUEY,1001,OFICIAL,817,Académico,52,A,SAN JOSE DE BUEY,SIN INFORMACION,311 785 8047,,madifrali@gmail.com,RODRIGUEZ SANCLEMENTE MARIA LILIAN,,273,7
27,CHOCÓ,3789,CHOCO,27787,TADÓ,227001017751,IE INDÍGENA EMBERA AME DE CHIRRINCHAO,1001,OFICIAL,817,Académico,52,A,GUADUALITO,B. GUADUALITO,3105975842,,coberturasimatchirch@gmail.com,JAIME MACHUCA DOGIRAMA,,343,6
27,CHOCÓ,3789,CHOCO,27787,TADÓ,227245000426,IE INDÍGENA KATIO CHAMI - SABALETA,1001,OFICIAL,817,Académico,52,A,VDA LA SABALETA,,3104693318,,i.ekatiochami@2015hotmail.com,HIPOLITO ROMAÑA CAICEDO,,315,2
27,CHOCÓ,3789,CHOCO,27787,TADÓ,227001000696,CE BEBARAMA,1001,OFICIAL,817,Académico,52,A,EL LLANO DE BEBARAMÁ,SIN INFORMACION,3136221007,,lamedina@sedchoco.gov.co,MEDINA MACHADO LUIS ARTURO,,108,5
27,CHOCÓ,3789,CHOCO,27787,TADÓ,227001000564,CE BOCA DE BEBARA,1001,OFICIAL,817,Académico,52,A,BOCA DE BEBARÁ,SIN INFORMACION,6710383 - 3116328121,,crenteria@sedchoco.gov.co,RENTERIA CORREA CELSO,,306,8
27,CHOCÓ,3789,CHOCO,27787,TADÓ,227413000151,CE MANUEL RODRIGUEZ,1001,OFICIAL,817,Académico,52,A,VILLA CLARET,SIN INFORMACION,3122524078- 6717737,,qsanchez@sedchoco.gov.co,SANCHEZ RENTERIA QUIRCIO DE JESUS,,262,9
27,CHOCÓ,3789,CHOCO,27787,TADÓ,227413000437,IE INDÍGENA DE PLAYON,1001,OFICIAL,817,Académico,52,A,PLAYON,PLAYON,3117406156,,crisildo20@hotmail.com,CRISILDO CORDOBA GUTIERREZ,,858,11
27,CHOCÓ,3789,CHOCO,27787,TADÓ,227361001995,CE DE POTEDO,1001,OFICIAL,817,Académico,52,A,POTEDO,SIN INFORMACION,3128477347-3128477347 3117408173,,cesaribarguenm@hotmail.com cibarguen@sedchoco.gov.co,IBARGUEN MARTINEZ CESAR,,240,6
27,CHOCÓ,3789,CHOCO,27787,TADÓ,427361002478,CE INDÍGENA PITULO CHIVIRICO,1001,OFICIAL,817,Académico,52,A,UNION CHOCO SAN CRISTOBAL,SIN INFORMACION,985224047- 3117847582,,acch2012@hotmail.com,ABILIO CABEZON CHAMAPURO,,579,3
27,CHOCÓ,3789,CHOCO,27787,TADÓ,227361000166,IE MIGUEL ANGEL GUERRERO,1001,OFICIAL,817,Académico,52,A,PAITO,SIN INFORMACION,3206783712,,daicyarboleda@gmail.com,MARIA DAICY ARBOLEDA CORDOBA,,339,5
27,CHOCÓ,3789,CHOCO,27787,TADÓ,227615002032,CE BOCAS DEL LIMON,1001,OFICIAL,817,Académico,52,A,CACARICA,SIN INFORMACION,3148919224,,fernando.alvarez@sedchoco.gov.co,ALVAREZ GAMBOA FERNANDO,,413,9
27,CHOCÓ,3789,CHOCO,27787,TADÓ,227413000011,CE BORAUDO,1001,OFICIAL,817,Académico,52,A,CORREG BORAUDO,,3117651923 6711831,521 38 59,dmosquera@sedchoco.gov.co mosqueradanny@hotmail.com,MOSQUERA MOSQUERA DANNY,,383,3
27,CHOCÓ,3789,CHOCO,27787,TADÓ,227615000544,CE TAMBORAL,1001,OFICIAL,817,Académico,52,A,TAMBORAL,SIN INFORMACION,3216137802,,sixcopa@hotmail.com,CORDOBA PALOMEQUE SIXTO,,132,7
27,CHOCÓ,3789,CHOCO,27787,TADÓ,427361001340,CE MARIA AUXILIADORA DE ISLA MONO,1001,OFICIAL,817,Académico,52,A,CORREG ISLA MONO,SIN INFORMACION,5214087- 3113881696 3113774047,,marango@sedchoco.gov.co mari.arba@hotmail.com cemauxiliadoralitoral@gmail.com,ARANGO BARBOSA MARI LUZ,,197,3
27,CHOCÓ,3789,CHOCO,27787,TADÓ,227361001286,CE MARIA AUXILIADORA DE CUCURRUPI,1001,OFICIAL,817,Académico,52,A,CORREG CUCURRUPI,SIN INFORMACION,522 24 28- 3105970395,,manuelvaloyes@gmail.com,VALOYES MENA MANUEL REYES,,629,18
27,CHOCÓ,3789,CHOCO,27787,TADÓ,227250000027,IE INDÍGENA LA TASCONA TAPARALITO,1001,OFICIAL,817,Académico,52,A,VDA TAPARALITO,SIN INFORMACION,5214094- 3207834727,,edmetazcon@hotmail.com,EDGAR MEMBACHE TASCON,,553,1
27,CHOCÓ,3789,CHOCO,27787,TADÓ,127361000439,IE ANDRES BELLO,1001,OFICIAL,817,Académico,52,A,KR 8 819 45,COMERCIO,6710975-3122872614,6702466-6703406,zaidaines21@hotmail.com,MORALES MURILLO NAZARENO,,1170,2
27,CHOCÓ,3789,CHOCO,27787,TADÓ,327361002872,COLEGIO DIOCESANO SAN JOSE,1002,NO_OFICIAL,817,Académico,52,A,IND SECTOR DIVINO NIÑO,B. CUBIS,,,,JOSE DONEY ROJAS MARULANDA,,179,1
27,CHOCÓ,3789,CHOCO,27787,TADÓ,227006000805,CE INDÍGENA DESAIRI,1001,OFICIAL,817,Académico,52,A,COMUN CHIDIMA,,3116841651,,asorewasimat@gmail.com,JAVIER DOMINICO,,53,2
27,CHOCÓ,3789,CHOCO,27787,TADÓ,227025001022,IE INDÍGENA DE VACAL,1001,OFICIAL,817,Académico,52,A,CORREG VACAL,,3105495001,,sergiotunaym@gmail.com,TUNAY MECHA SERGIO DARIO,,744,7
27,CHOCÓ,3789,CHOCO,27787,TADÓ,227025080171,CE INDÍGENA JUAN ANTONIO CHAMORRO,1001,OFICIAL,817,Académico,52,A,VDA ANDEUDO,,3217273497,,urieltunay1963@gmail.com,URIEL CHAMORRO TUNAY,,602,15
